repo_name,commit,subject,message,bug_fix_regex_count,valid_fix_regex_count,negeted_bug_fix_regex,bq_classification,Is_bug,Bug_Justification,English_classification,Is_English,Comment,Type,Is_Refactor
somcom3x/android_kernel_nvidia_tegratab,54f2d7361da09f3fc2b5407f93ad3b86df951577,MAINTAINERS: update Kalle's email address,"MAINTAINERS: update Kalle's email address

My nokia.com email address won't work anymore, use my private iki.fi address
instead.

Signed-off-by: Kalle Valo <caa20ba0e0e4cb20683f1eb6eacae433f722076d@iki.fi>
Signed-off-by: John W. Linville <2a53bac7a5d324865ef46ec4c38b2c0fba1456b4@tuxdriver.com>
",0,0,0,FALSE,FALSE,update,TRUE,TRUE,,perfective,FALSE
bmsitech/linux-imx6,54f2d7361da09f3fc2b5407f93ad3b86df951577,MAINTAINERS: update Kalle's email address,"MAINTAINERS: update Kalle's email address

My nokia.com email address won't work anymore, use my private iki.fi address
instead.

Signed-off-by: Kalle Valo <caa20ba0e0e4cb20683f1eb6eacae433f722076d@iki.fi>
Signed-off-by: John W. Linville <2a53bac7a5d324865ef46ec4c38b2c0fba1456b4@tuxdriver.com>
",0,0,0,FALSE,,,TRUE,,duplicated,,
joelittlejohn/curator,e04eb47171bbafe49ee8c080c08a7156c386777a,refine failure assertion,"refine failure assertion
",1,0,0,TRUE,TRUE,,FALSE,,Code stoped raising exception,corrective,FALSE
bthorne79/android_kernel_samsung_d2,95f4efb2d78661065aaf0be57f5bf00e4d2aea1d,selinux: simplify and clean up inode_has_perm(),"selinux: simplify and clean up inode_has_perm()

This is a rather hot function that is called with a potentially NULL
""struct common_audit_data"" pointer argument.  And in that case it has to
provide and initialize its own dummy common_audit_data structure.

However, all the _common_ cases already pass it a real audit-data
structure, so that uncommon NULL case not only creates a silly run-time
test, more importantly it causes that function to have a big stack frame
for the dummy variable that isn't even used in the common case!

So get rid of that stupid run-time behavior, and make the (few)
functions that currently call with a NULL pointer just call a new helper
function instead (naturally called inode_has_perm_noapd(), since it has
no adp argument).

This makes the run-time test be a static code generation issue instead,
and allows for a much denser stack since none of the common callers need
the dummy structure.  And a denser stack not only means less stack space
usage, it means better cache behavior.  So we have a win-win-win from
this simplification: less code executed, smaller stack footprint, and
better cache behavior.

Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",1,0,0,TRUE,FALSE,"simplify, cleanup",TRUE,TRUE,,perfective,TRUE
mifl/android_kernel_pantech_ef52s,95f4efb2d78661065aaf0be57f5bf00e4d2aea1d,selinux: simplify and clean up inode_has_perm(),"selinux: simplify and clean up inode_has_perm()

This is a rather hot function that is called with a potentially NULL
""struct common_audit_data"" pointer argument.  And in that case it has to
provide and initialize its own dummy common_audit_data structure.

However, all the _common_ cases already pass it a real audit-data
structure, so that uncommon NULL case not only creates a silly run-time
test, more importantly it causes that function to have a big stack frame
for the dummy variable that isn't even used in the common case!

So get rid of that stupid run-time behavior, and make the (few)
functions that currently call with a NULL pointer just call a new helper
function instead (naturally called inode_has_perm_noapd(), since it has
no adp argument).

This makes the run-time test be a static code generation issue instead,
and allows for a much denser stack since none of the common callers need
the dummy structure.  And a denser stack not only means less stack space
usage, it means better cache behavior.  So we have a win-win-win from
this simplification: less code executed, smaller stack footprint, and
better cache behavior.

Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@linux-foundation.org>
",1,0,0,TRUE,,,TRUE,,duplicated,,
xiaoyingLJ/azure-quickstart-templates,4409ee63a57b090eb893e06e2f75f2f1e610c4df,Merge pull request #282 from github/ghe,"Merge pull request #282 from github/ghe

Update github-enterprise template",0,0,0,FALSE,FALSE,update,TRUE,TRUE,,adaptive,
pravi/fog,b0a2d06f28a2e3409ff96d936140fce8940a7855,[aws|compute] when extracting non-filters describe_images should delete them,"[aws|compute] when extracting non-filters describe_images should delete them
",0,0,0,FALSE,FALSE,other action,TRUE,TRUE,,adaptive,
tarungarg546/angular.js,705f4bbf115d2408e33b25f56edbf1f383aabb82,fix($compile): attach scope to the directive element when templateUrl and replace=true,"fix($compile): attach scope to the directive element when templateUrl and replace=true

We forgot to reattach the scope to the replacement element. This affected only
directives that had templateUrl and replace:true properties.

Reported on the mailing list:
https://groups.google.com/forum/?fromgroups#!topic/angular/zwjLr1msS2Y
http://jsfiddle.net/lukebayes/g9Sh9/
",0,0,0,FALSE,TRUE,fix,TRUE,TRUE,,corrective,FALSE
jassycliq/flo-kernel,16f1c746755836aa823658000493cdab8ce7b098,[POWERPC] Small fixes & cleanups in segment page size demotion,"[POWERPC] Small fixes & cleanups in segment page size demotion

The code for demoting segments to 4K had some issues, like for example,
when using _PAGE_4K_PFN flag, the first CPU to hit it would do the
demotion, but other CPUs hitting the same page wouldn't properly flush
their SLBs if mmu_ci_restriction isn't set.  There are also potential
issues with hash_preload not handling _PAGE_4K_PFN.  All of these are
non issues on current hardware but might bite us in the future.

This patch thus fixes it by:

 - Taking the test comparing the mm and current CPU context page
sizes to decide to flush SLBs out of the mmu_ci_restrictions test
since that can also be triggered by _PAGE_4K_PFN pages

 - Due to the above being done all the time, demote_segment_4k
doesn't need update the context and flush the SLB

 - demote_segment_4k can be static and doesn't need an EXPORT_SYMBOL

 - Making hash_preload ignore anything that has either _PAGE_4K_PFN
or _PAGE_NO_CACHE set, thus avoiding duplication of the complicated
logic in hash_page() (and possibly making hash_preload a little bit
faster for the normal case).

Signed-off-by: Benjamin Herrenschmidt <a7089bb6e7e92505d88aaff006cbdd60cc9120b6@kernel.crashing.org>
Signed-off-by: Paul Mackerras <19a0ba370c443ba08d20b5061586430ab449ee8c@samba.org>
",2,0,0,TRUE,TRUE,fixes,TRUE,TRUE,duplicated,corrective,FALSE
nsat/zynq-linux,16f1c746755836aa823658000493cdab8ce7b098,[POWERPC] Small fixes & cleanups in segment page size demotion,"[POWERPC] Small fixes & cleanups in segment page size demotion

The code for demoting segments to 4K had some issues, like for example,
when using _PAGE_4K_PFN flag, the first CPU to hit it would do the
demotion, but other CPUs hitting the same page wouldn't properly flush
their SLBs if mmu_ci_restriction isn't set.  There are also potential
issues with hash_preload not handling _PAGE_4K_PFN.  All of these are
non issues on current hardware but might bite us in the future.

This patch thus fixes it by:

 - Taking the test comparing the mm and current CPU context page
sizes to decide to flush SLBs out of the mmu_ci_restrictions test
since that can also be triggered by _PAGE_4K_PFN pages

 - Due to the above being done all the time, demote_segment_4k
doesn't need update the context and flush the SLB

 - demote_segment_4k can be static and doesn't need an EXPORT_SYMBOL

 - Making hash_preload ignore anything that has either _PAGE_4K_PFN
or _PAGE_NO_CACHE set, thus avoiding duplication of the complicated
logic in hash_page() (and possibly making hash_preload a little bit
faster for the normal case).

Signed-off-by: Benjamin Herrenschmidt <a7089bb6e7e92505d88aaff006cbdd60cc9120b6@kernel.crashing.org>
Signed-off-by: Paul Mackerras <19a0ba370c443ba08d20b5061586430ab449ee8c@samba.org>
",2,0,0,TRUE,,,TRUE,,duplicated,,
LCameron/linux-xlnx,16f1c746755836aa823658000493cdab8ce7b098,[POWERPC] Small fixes & cleanups in segment page size demotion,"[POWERPC] Small fixes & cleanups in segment page size demotion

The code for demoting segments to 4K had some issues, like for example,
when using _PAGE_4K_PFN flag, the first CPU to hit it would do the
demotion, but other CPUs hitting the same page wouldn't properly flush
their SLBs if mmu_ci_restriction isn't set.  There are also potential
issues with hash_preload not handling _PAGE_4K_PFN.  All of these are
non issues on current hardware but might bite us in the future.

This patch thus fixes it by:

 - Taking the test comparing the mm and current CPU context page
sizes to decide to flush SLBs out of the mmu_ci_restrictions test
since that can also be triggered by _PAGE_4K_PFN pages

 - Due to the above being done all the time, demote_segment_4k
doesn't need update the context and flush the SLB

 - demote_segment_4k can be static and doesn't need an EXPORT_SYMBOL

 - Making hash_preload ignore anything that has either _PAGE_4K_PFN
or _PAGE_NO_CACHE set, thus avoiding duplication of the complicated
logic in hash_page() (and possibly making hash_preload a little bit
faster for the normal case).

Signed-off-by: Benjamin Herrenschmidt <a7089bb6e7e92505d88aaff006cbdd60cc9120b6@kernel.crashing.org>
Signed-off-by: Paul Mackerras <19a0ba370c443ba08d20b5061586430ab449ee8c@samba.org>
",2,0,0,TRUE,,,TRUE,,duplicated,,
ramr/kubernetes,fbc6e7f5f5361bfc7910d8ce5c6d3c81504fec7a,Merge pull request #11008 from krousey/nodesflake,"Merge pull request #11008 from krousey/nodesflake

Adding polling to all node readiness",0,0,0,FALSE,FALSE,adding,TRUE,TRUE,,adaptive,
zhangmingld/kubernetes,fbc6e7f5f5361bfc7910d8ce5c6d3c81504fec7a,Merge pull request #11008 from krousey/nodesflake,"Merge pull request #11008 from krousey/nodesflake

Adding polling to all node readiness",0,0,0,FALSE,,,TRUE,,duplicated,,
boxcarrovers/swirl_courses,72a591d24172e06f275a140077f35ff589cb6c4a,Merge pull request #64 from swirldev/statinftweak,"Merge pull request #64 from swirldev/statinftweak

made a few tweaks",0,0,0,FALSE,FALSE,made tweaks,TRUE,TRUE,,adaptive,
jrfastab/hardware_maps,4617ea3a52cfe8ae407ef406ab999f40a558c369,Btrfs: fix necessary chunk tree space calculation when allocating a chunk,"Btrfs: fix necessary chunk tree space calculation when allocating a chunk

When allocating a new chunk or removing one we need to update num_devs
device items and insert or remove a chunk item in the chunk tree, so
in the worst case the space needed in the chunk space_info is:

  btrfs_calc_trunc_metadata_size(chunk_root, num_devs) +
     btrfs_calc_trans_metadata_size(chunk_root, 1)

That is, in the worst case we need to cow num_devs paths and cow 1 other
path that can result in splitting every node and leaf, and each path
consisting of BTRFS_MAX_LEVEL - 1 nodes and 1 leaf. We were requiring
some additional chunk_root->nodesize * BTRFS_MAX_LEVEL * num_devs bytes,
which were unnecessary since updating the existing device items does
not result in splitting the nodes and leaf since after updating them
they remain with the same size.

Signed-off-by: Filipe Manana <e0fcd583df77ec6c08e6d1257619cc1216ddc994@suse.com>
Signed-off-by: Chris Mason <e2e8c5702d8ed5f565988a1cf5bb35c9ce199e5e@fb.com>
",1,1,0,FALSE,TRUE,fix,TRUE,TRUE,,corrective,FALSE
jeremymcrhat/Nexus_5X_kernel,4617ea3a52cfe8ae407ef406ab999f40a558c369,Btrfs: fix necessary chunk tree space calculation when allocating a chunk,"Btrfs: fix necessary chunk tree space calculation when allocating a chunk

When allocating a new chunk or removing one we need to update num_devs
device items and insert or remove a chunk item in the chunk tree, so
in the worst case the space needed in the chunk space_info is:

  btrfs_calc_trunc_metadata_size(chunk_root, num_devs) +
     btrfs_calc_trans_metadata_size(chunk_root, 1)

That is, in the worst case we need to cow num_devs paths and cow 1 other
path that can result in splitting every node and leaf, and each path
consisting of BTRFS_MAX_LEVEL - 1 nodes and 1 leaf. We were requiring
some additional chunk_root->nodesize * BTRFS_MAX_LEVEL * num_devs bytes,
which were unnecessary since updating the existing device items does
not result in splitting the nodes and leaf since after updating them
they remain with the same size.

Signed-off-by: Filipe Manana <e0fcd583df77ec6c08e6d1257619cc1216ddc994@suse.com>
Signed-off-by: Chris Mason <e2e8c5702d8ed5f565988a1cf5bb35c9ce199e5e@fb.com>
",1,1,0,FALSE,,,TRUE,,duplicated,,
lopez567/patchwork,2f3c78a2358fb127b017fce8e92c34b9b8d0259e,Rebuilt index with bwobst,Rebuilt index with bwobst,0,0,0,FALSE,FALSE,rebuilt index,TRUE,TRUE,,adaptive,
omnirom/android_kernel_samsung_lt03lte,e7fc6ae7446710a487510d212137a43289bbe90e,gpio/mxc: get rid of the uses of cpu_is_mx(),"gpio/mxc: get rid of the uses of cpu_is_mx()

The patch removes all the uses of cpu_is_mx().  Instead, it utilizes
platform_device_id to distinguish the different gpio types, IMX1_GPIO
on i.mx1, IMX21_GPIO on i.mx21 and i.mx27, IMX31_GPIO on all other
i.mx SoCs.

Signed-off-by: Shawn Guo <912cf7eb7d8018e2943586ae6657d21fd4e38239@linaro.org>
Signed-off-by: Grant Likely <9069e6f5a2b566e2674a0ba1e2bf39c12c195fad@secretlab.ca>
",0,0,0,FALSE,FALSE,get rid,TRUE,TRUE,,perfective,TRUE
sultanqasim/android_kernel_alcatel_alto45,c46a131c0c0f4c2457e6b1e430c578a5cb057334,xfs: fix ->mknod() return value on xfs_get_acl() failure,"xfs: fix ->mknod() return value on xfs_get_acl() failure

->mknod() should return negative on errors and PTR_ERR() gives
already negative value...

Signed-off-by: Al Viro <de609eb4d5d70b1d38ec6642adbfc33a2781f63c@zeniv.linux.org.uk>
Reviewed-by: Christoph Hellwig <923f7720577207a44b32e59bbfbea59d27f1ae8e@lst.de>
Signed-off-by: Alex Elder <f556392d917047d964350b9c68912016c96d5e94@sgi.com>
",2,0,0,TRUE,TRUE,fix but not errors,TRUE,TRUE,,corrective,FALSE
quinonez/WordPress,bd7956b4f5aa816c98ea7fe443570ee1e35b88b5,"Update wp-logo.png version number. props zekeweeks, fixes #17402.","Update wp-logo.png version number. props zekeweeks, fixes #17402.

git-svn-id: 33a53d2031ff1536f7722bcba09bc6642b9c080a@17905 1a063a9b-81f0-0310-95a4-ce76da25c4cd
",1,0,0,TRUE,TRUE,fixes,FALSE,TRUE,,corrective,FALSE
YUPlayGodDev/android_kernel_cyanogen_msm8916,94f1e9f316b10972b77a64344006c3bf8a4929b4,[WATCHDOG] s3c2410 watchdog - replace reboot notifier,"[WATCHDOG] s3c2410 watchdog - replace reboot notifier

Patch from Dimitry Andric <0a02967e9a0c7095e3890a716636d88cd0cf5226@tomtom.com>

Change to using platfrom driver's .shutdown method instead
of an reboot notifier

Signed-off-by: Dimitry Andric <0a02967e9a0c7095e3890a716636d88cd0cf5226@tomtom.com>
Signed-off-by: Ben Dooks <1177f64998f284a7348354b8e91cbbe575d9858a@fluff.org>
Signed-off-by: Wim Van Sebroeck <5f65f6985de1ebf15dde04e0dc4668211868bafa@iguana.be>
",0,0,0,FALSE,FALSE,replace,TRUE,TRUE,,perfective,TRUE
joel-porquet/tsar-linux,775ba7ad491a154f99871fe603f03366e84ae159,Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial,"Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial

* git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial:
  Fix inotify maintainers entry
  Fix typo in new debug options.
  Jon needs a new shift key.
  fs: Convert kmalloc() + memset() to kzalloc() in fs/.
  configfs.h: Remove dead macro definitions.
  kconfig: Standardize ""depends"" -> ""depends on"" in Kconfig files
  e100: replace kmalloc with kcalloc
  um: replace kmalloc+memset with kzalloc
  fix typo in net/ipv4/ip_fragment.c
  include/linux/compiler.h: reject gcc 3 < gcc 3.2
  Kconfig: fix spelling error in config KALLSYMS help text
  Remove duplicate ""have to"" in comment
  Fix small typo in drivers/serial/icom.c
  Use consistent casing in help message
  EXT{2,3,4}_FS: remove outdated part of the help text
",6,4,0,TRUE,TRUE,fix,TRUE,TRUE,duplicated,corrective,FALSE
VRToxin-AOSP/android_kernel_moto_shamu,775ba7ad491a154f99871fe603f03366e84ae159,Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial,"Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial

* git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial:
  Fix inotify maintainers entry
  Fix typo in new debug options.
  Jon needs a new shift key.
  fs: Convert kmalloc() + memset() to kzalloc() in fs/.
  configfs.h: Remove dead macro definitions.
  kconfig: Standardize ""depends"" -> ""depends on"" in Kconfig files
  e100: replace kmalloc with kcalloc
  um: replace kmalloc+memset with kzalloc
  fix typo in net/ipv4/ip_fragment.c
  include/linux/compiler.h: reject gcc 3 < gcc 3.2
  Kconfig: fix spelling error in config KALLSYMS help text
  Remove duplicate ""have to"" in comment
  Fix small typo in drivers/serial/icom.c
  Use consistent casing in help message
  EXT{2,3,4}_FS: remove outdated part of the help text
",6,4,0,TRUE,,,TRUE,,duplicated,,
unicell/redpatch,775ba7ad491a154f99871fe603f03366e84ae159,Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial,"Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial

* git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial:
  Fix inotify maintainers entry
  Fix typo in new debug options.
  Jon needs a new shift key.
  fs: Convert kmalloc() + memset() to kzalloc() in fs/.
  configfs.h: Remove dead macro definitions.
  kconfig: Standardize ""depends"" -> ""depends on"" in Kconfig files
  e100: replace kmalloc with kcalloc
  um: replace kmalloc+memset with kzalloc
  fix typo in net/ipv4/ip_fragment.c
  include/linux/compiler.h: reject gcc 3 < gcc 3.2
  Kconfig: fix spelling error in config KALLSYMS help text
  Remove duplicate ""have to"" in comment
  Fix small typo in drivers/serial/icom.c
  Use consistent casing in help message
  EXT{2,3,4}_FS: remove outdated part of the help text
",6,4,0,TRUE,,,TRUE,,duplicated,,
VanirAOSP/kernel_lge_g3,775ba7ad491a154f99871fe603f03366e84ae159,Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial,"Merge git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial

* git://git.kernel.org/pub/scm/linux/kernel/git/bunk/trivial:
  Fix inotify maintainers entry
  Fix typo in new debug options.
  Jon needs a new shift key.
  fs: Convert kmalloc() + memset() to kzalloc() in fs/.
  configfs.h: Remove dead macro definitions.
  kconfig: Standardize ""depends"" -> ""depends on"" in Kconfig files
  e100: replace kmalloc with kcalloc
  um: replace kmalloc+memset with kzalloc
  fix typo in net/ipv4/ip_fragment.c
  include/linux/compiler.h: reject gcc 3 < gcc 3.2
  Kconfig: fix spelling error in config KALLSYMS help text
  Remove duplicate ""have to"" in comment
  Fix small typo in drivers/serial/icom.c
  Use consistent casing in help message
  EXT{2,3,4}_FS: remove outdated part of the help text
",6,4,0,TRUE,,,TRUE,,duplicated,,
RobBrownNZ/android_kernel_zuk_z2_plus,6f9c04ff778e35aaad11266b55ef93f72224586e,[SCSI] bnx2i: Added the setting of target can_queue via target_alloc,"[SCSI] bnx2i: Added the setting of target can_queue via target_alloc

This will set the target can_queue limit to the number of preallocated
session tasks set during creation.

""Could not send nopout"" messages were observed without this when the
iSCSI connection experiences dropped frames under heavy I/O stress.

Signed-off-by: Eddie Wai <d36954dadb74cdf92c251af893f283eb6ad265e3@broadcom.com>
Reviewed-by: Mike Christie <6fe105eefab41990d7ec714c6c25ade3095cdb48@cs.wisc.edu>
Signed-off-by: James Bottomley <1acebbdca565c7b6b638bdc23b58b5610d1a56b8@Parallels.com>
",0,0,0,FALSE,FALSE,added,TRUE,TRUE,,adaptive,
OpenELEC/linux,6f9c04ff778e35aaad11266b55ef93f72224586e,[SCSI] bnx2i: Added the setting of target can_queue via target_alloc,"[SCSI] bnx2i: Added the setting of target can_queue via target_alloc

This will set the target can_queue limit to the number of preallocated
session tasks set during creation.

""Could not send nopout"" messages were observed without this when the
iSCSI connection experiences dropped frames under heavy I/O stress.

Signed-off-by: Eddie Wai <d36954dadb74cdf92c251af893f283eb6ad265e3@broadcom.com>
Reviewed-by: Mike Christie <6fe105eefab41990d7ec714c6c25ade3095cdb48@cs.wisc.edu>
Signed-off-by: James Bottomley <1acebbdca565c7b6b638bdc23b58b5610d1a56b8@Parallels.com>
",0,0,0,FALSE,TRUE,added,TRUE,TRUE,,corrective,FALSE
mathkid95/linux_samsung_jb,698d070746770aaaec78ab4ffa3ab1f1d5c6abe8,[PATCH] s390: lcs incorrect test,"[PATCH] s390: lcs incorrect test

While debugging why our LCS emulator is having some problems I noticed the
following weirdness in drivers/s390/net/lcs.c routine lcs_irq.  The `if'
statement is always true since SCHN_STAT_PCI is defined as 0x80.

Cc: Martin Schwidefsky <52616596d8f5df0d597e85ab515377f92f939c68@de.ibm.com>
Cc: Heiko Carstens <8dcf0f69152f32f23184f83357a3731522e56b9c@de.ibm.com>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@osdl.org>
Signed-off-by: Linus Torvalds <69652caca27c8b940640ad396ab71f93cacec34f@osdl.org>
",2,0,0,TRUE,TRUE,"incorrect, problems",TRUE,TRUE,,corrective,FALSE
lisa-project/lisa-kernel,9deff7f2365958c5c5aa8cb5a0dd651c4dd83f8f,[RXRPC]: Fix build failure introduced by skb->stamp changes.,"[RXRPC]: Fix build failure introduced by skb->stamp changes.

Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@osdl.org>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",2,0,0,TRUE,TRUE,"fix, failure",FALSE,TRUE,,corrective,FALSE
systemd/linux,09c74a9d0b0bedff16d0881db8cc0054a5e34f47,ASoC: soc-cache: Fix memory overflow in LZO initialization,"ASoC: soc-cache: Fix memory overflow in LZO initialization

The bitmap_zero() nbits argument was improperly set to reg_size
but the underlying buffer was bmp_size long.  This caused the memset
to zero past the end of the allocated buffer and into the kernel heap
causing strange kernel crashes sometimes by overwriting critical
kernel structures.

Signed-off-by: Dimitris Papastamos <a91262282f71bb8488398dcc9202f777d0206664@opensource.wolfsonmicro.com>
Acked-by: Liam Girdwood <a57ef363056e61beffa2efa59c68550d40db03b0@slimlogic.co.uk>
Signed-off-by: Mark Brown <b51b9a92386687a9ac927cebfa0f978adeb8cea5@opensource.wolfsonmicro.com>
",1,0,0,TRUE,TRUE,"fix, memory overflow, kernel crash",TRUE,TRUE,,corrective,FALSE
KylinMod/android_kernel_motorola_msm8960-common,09c74a9d0b0bedff16d0881db8cc0054a5e34f47,ASoC: soc-cache: Fix memory overflow in LZO initialization,"ASoC: soc-cache: Fix memory overflow in LZO initialization

The bitmap_zero() nbits argument was improperly set to reg_size
but the underlying buffer was bmp_size long.  This caused the memset
to zero past the end of the allocated buffer and into the kernel heap
causing strange kernel crashes sometimes by overwriting critical
kernel structures.

Signed-off-by: Dimitris Papastamos <a91262282f71bb8488398dcc9202f777d0206664@opensource.wolfsonmicro.com>
Acked-by: Liam Girdwood <a57ef363056e61beffa2efa59c68550d40db03b0@slimlogic.co.uk>
Signed-off-by: Mark Brown <b51b9a92386687a9ac927cebfa0f978adeb8cea5@opensource.wolfsonmicro.com>
",1,0,0,TRUE,,,TRUE,,duplicated,,
radiohap/prd,d33b98fc82b0908e91fb05ae081acaed7323f9d2,block: partition: msdos: provide UUIDs for partitions,"block: partition: msdos: provide UUIDs for partitions

The MSDOS/MBR partition table includes a 32-bit unique ID, often referred
to as the NT disk signature.  When combined with a partition number within
the table, this can form a unique ID similar in concept to EFI/GPT's
partition UUID.  Constructing and recording this value in struct
partition_meta_info allows MSDOS partitions to be referred to on the
kernel command-line using the following syntax:

root=PARTUUID=0002dd75-01

Signed-off-by: Stephen Warren <5ef2a23ba3aff51d1cfc8c113c1ec34b608b3b13@nvidia.com>
Cc: Tejun Heo <546b05909706652891a87f7bfe385ae147f61f91@kernel.org>
Cc: Will Drewry <72416dde44ea762d19e3a7a555e3b59ce98f8eea@chromium.org>
Cc: Kay Sievers <a591390dde1303c55d531fd687bfa5ffd43e435e@vrfy.org>
Signed-off-by: Andrew Morton <5c1e68b099950c134891f0b6e179498a8ebe9cf9@linux-foundation.org>
Signed-off-by: Jens Axboe <cd8c6775e60d6f67a6984377324e5290df3d5358@kernel.dk>
",0,0,0,FALSE,FALSE,provide,TRUE,TRUE,,adaptive,
olajep/parallella-linux,b060f3c4ac99b050b990b316637f7fd9898b9fd7,hwmon: (adm1031) Convert to devm_hwmon_device_register_with_groups,"hwmon: (adm1031) Convert to devm_hwmon_device_register_with_groups

Use ATTRIBUTE_GROUPS macro and devm_hwmon_device_register_with_groups() to
simplify the code a bit.

Signed-off-by: Axel Lin <b6ffd6973e972cb999e8e535ab74da7fee0c035f@ingics.com>
Signed-off-by: Guenter Roeck <ba324ca7b1c77fc20bb970d5aff6eea9377918a5@roeck-us.net>
",0,0,0,FALSE,FALSE,convert,TRUE,TRUE,,perfective,TRUE
MSM8916-Samsung/kernel_msm-3.10,49e928d6cfd4a27f2b2e0ea6cdcb9e853360a9a1,GPIO: mvebu: Allow all plat-orion platforms.,"GPIO: mvebu: Allow all plat-orion platforms.

Kirkwood & Dove can also use this driver, so expand the scope to
include all platform orion devices.

Signed-off-by: Andrew Lunn <02e0a999c50b1f88df7a8f5a04e1b76b35ea6a88@lunn.ch>
Signed-off-by: Jason Cooper <68c46a606457643eab92053c1c05574abb26f861@lakedaemon.net>
",0,0,0,FALSE,FALSE,allow,TRUE,TRUE,,adaptive,
alexshi/power-scheduling,49e928d6cfd4a27f2b2e0ea6cdcb9e853360a9a1,GPIO: mvebu: Allow all plat-orion platforms.,"GPIO: mvebu: Allow all plat-orion platforms.

Kirkwood & Dove can also use this driver, so expand the scope to
include all platform orion devices.

Signed-off-by: Andrew Lunn <02e0a999c50b1f88df7a8f5a04e1b76b35ea6a88@lunn.ch>
Signed-off-by: Jason Cooper <68c46a606457643eab92053c1c05574abb26f861@lakedaemon.net>
",0,0,0,FALSE,,,TRUE,,duplicated,,
honor6-dev/android_kernel_huawei_h60,49e928d6cfd4a27f2b2e0ea6cdcb9e853360a9a1,GPIO: mvebu: Allow all plat-orion platforms.,"GPIO: mvebu: Allow all plat-orion platforms.

Kirkwood & Dove can also use this driver, so expand the scope to
include all platform orion devices.

Signed-off-by: Andrew Lunn <02e0a999c50b1f88df7a8f5a04e1b76b35ea6a88@lunn.ch>
Signed-off-by: Jason Cooper <68c46a606457643eab92053c1c05574abb26f861@lakedaemon.net>
",0,0,0,FALSE,,,TRUE,,duplicated,,
shaqfu786/android_kernel_lge_omap4-common,08e850c6536db302050c0287649e68e3bbdfe2c7,KVM: MMU: Reinstate pte prefetch on invlpg,"KVM: MMU: Reinstate pte prefetch on invlpg

Commit fb341f57 removed the pte prefetch on guest invlpg, citing guest races.
However, the SDM is adamant that prefetch is allowed:

  ""The processor may create entries in paging-structure caches for
   translations required for prefetches and for accesses that are a
   result of speculative execution that would never actually occur
   in the executed code path.""

And, in fact, there was a race in the prefetch code: we picked up the pte
without the mmu lock held, so an older invlpg could install the pte over
a newer invlpg.

Reinstate the prefetch logic, but this time note whether another invlpg has
executed using a counter.  If a race occured, do not install the pte.

Signed-off-by: Avi Kivity <8f920f22884d6fea9df883843c4a8095a2e5ac6f@redhat.com>
Signed-off-by: Marcelo Tosatti <958bcd1f4a7a8c36dca09fe3fa9cb5f1483adf51@redhat.com>
",0,0,0,FALSE,TRUE,Reinstate,TRUE,TRUE,,corrective,FALSE
