,token,commit,positive
9366,477,1,1.0
9367,477b3de02e289759eb48b1e28a5bbbc8da192290,1,1.0
9368,478,1,0.0
9369,4781952,1,1.0
9370,47857,1,1.0
9371,4791b99,1,0.0
9372,47](https,1,1.0
9373,47b8904,1,1.0
9374,47b9e78,1,1.0
9375,47bb,24,0.625
9376,47c34af,1,1.0
9377,47d406a,1,1.0
9378,47e5289,1,1.0
9379,48,15,0.826086956522
9380,"48,",1,0.0
9381,480,1,1.0
9382,4801,1,1.0
9383,480636,1,0.0
9384,4808),1,1.0
9385,4815130,2,1.0
9386,4819,1,1.0
9387,481c9b3,1,0.0
9388,482,4,0.714285714286
9389,4825,1,0.0
9390,4829,1,0.0
9391,483,2,1.0
9392,4837,1,0.0
9393,483905,1,1.0
9394,484,1,1.0
9395,48432),1,1.0
9396,4861,17,0.352941176471
9397,48714,1,1.0
9398,488,2,1.0
9399,4883,1,1.0
9400,489,2,1.0
9401,4892e22d93eecdaaabba14609cb2ae0da7203320,1,1.0
9402,4894#event,1,0.0
9403,4898,1,1.0
9404,489e,1,1.0
9405,48](,1,1.0
9406,48d954d,1,0.0
9407,48ddf64d0,1,1.0
9408,48deb206b,1,1.0
9409,48efc719783ebbdf388ce54de429a316175bccb3,1,0.0
9410,48efec8,1,0.0
9411,49,12,0.608695652174
9412,49024,1,0.0
9413,4903,1,0.0
9414,"49051,",1,1.0
9415,490555e,1,1.0
9416,490555eb220f44a8ffd25ec07026902ddad94530,1,1.0
9417,492,1,0.0
9418,4932d57,1,1.0
9419,"49388,",1,1.0
9420,494,3,0.666666666667
9421,495946,1,0.0
9422,495cc8e47,1,1.0
9423,495d,9,0.555555555556
9424,496,1,1.0
9425,49787dd,1,1.0
9426,4980,1,1.0
9427,4980c617a8bfd1cff0840d296517c6255d505d92,1,0.0
9428,4982ef0fa,1,1.0
9429,"49865,",1,1.0
9430,4989,1,0.0
9431,49de096,1,0.0
9432,49e4f66,1,1.0
9433,4],1,1.0
9434,4a168dc,1,1.0
9435,4a168dc045b0b7c65033dadf189f29eef68ebf4e,1,1.0
9436,4a1a,1,1.0
9437,4a969b5,1,1.0
9438,4aa2,1,0.0
9439,4ab00634c44500c4018f54c3a4485c9ea1fbd332,1,1.0
9440,4acc,2,1.0
9441,4af31f8,1,1.0
9442,4af9be964,1,1.0
9443,4b00818860bff19cb7c4a22fc68bf7b0717502b4,1,1.0
9444,4b03041,1,1.0
9445,4b03041bb08af8c1c57b9c0808d08eb8c13571b1,1,1.0
9446,4b1749d,1,1.0
9447,4b27927,1,1.0
9448,4b27b47916ff1b8b58d00b15ba04664b5d3c9db5,1,1.0
9449,4b47,1,0.0
9450,4b4e10f9c,1,1.0
9451,4b60555,2,1.0
9452,4b9a5e0,1,1.0
9453,4ba67ee,1,0.0
9454,4ba9575,1,0.0
9455,4bccdd7,1,1.0
9456,4bccdd7849910f71f131ad4b3dbb659827f9e955,1,1.0
9457,4bdedf0559af9e0c3151c775f7cb84ce54fbaf29,1,0.0
9458,4bf6ec3,1,1.0
9459,4c201aeee1592f6facbbc9d39b62b4f6bb0b34b3,1,1.0
9460,4c2b,12,0.25
9461,4c76d78,1,1.0
9462,4c7d380170ad4be64b34ed79862a681f73ef4fa4,1,1.0
9463,4c8508a,1,1.0
9464,4c87e5b388f,1,1.0
9465,4c87e5b388fb098fb6da71e17a47fa204033e4ac,1,1.0
9466,4cd3381,1,1.0
9467,4ci,2,0.0
9468,4d11dab272fc358c918a1a6b83db8f938535cdb0#diff,1,0.0
9469,4d41fa874d657b84b3c4c60df6102ba62fa3d8e4,1,0.0
9470,4d44532,1,1.0
9471,4d467ed37ba222c1d8d901b8c275da96da819db3,1,1.0
9472,4d4c2cdba92e979ccc382d64451f840355b65012,1,0.0
9473,4d578d432d,1,0.0
9474,4d67469,1,1.0
9475,4d7f910,1,1.0
9476,4d8b,1,0.0
9477,4d96944,1,1.0
9478,4db85aa,1,1.0
9479,4dbd2e5,1,1.0
9480,4dc1ed0,1,1.0
9481,4dc6bae,1,0.0
9482,4dc99eb2ade9497b73ef16b916010bb2f2c403e9,1,1.0
9483,4de7561,1,1.0
9484,4df718e,1,1.0
9485,4dfd9c5263c777a6d058315a53bd8534daa4c5a4,1,0.0
9486,4e26478,1,0.0
9487,4e36a21b7fe71989db405f708099c45887e02dc1,1,1.0
9488,4e38f4e,1,1.0
9489,4e4a3210,1,1.0
9490,4e565df,1,1.0
9491,4e565df8c302a5275f5a472fd3bfbbc07ad1590e,1,1.0
9492,4e59ecc646,1,0.0
9493,4e8d586,1,0.0
9494,4ebb492,1,1.0
9495,4ec8532a7bf12a8b22f83f37dba8df5f4af41899,1,1.0
9496,4ecf392,1,1.0
9497,4ed0510,1,0.0
9498,4ef8263,1,1.0
9499,4f0169b,1,1.0
9500,4f0169b60b28abd48e6380d45e79e205269683fb,1,1.0
9501,4f2641a55b73f3f33389936629774e355738f44c,1,1.0
9502,4f3a28aa,1,1.0
9503,4f60622ac048859a2ffcd9db5233114d98da0ceb,1,1.0
9504,4f63b0ed8b1d98409cefd342ec98a677d062f464,1,1.0
9505,4f98a8514f9752de465a294f4e4689767271fad4,1,0.0
9506,4fce,1,0.0
9507,4fd1,1,0.0
9508,4ghz,1,1.0
9509,"4ghz,",1,0.0
9510,4h,1,0.0
9511,4kb,1,0.0
9512,4m,1,0.0
9513,4mb,1,0.0
9514,4s,1,1.0
9515,4th,2,0.5
9516,4x,1,1.0
9517,4xmagnify,1,1.0
9518,4xx,1,0.0
9519,5,94,0.723214285714
9520,5%,3,0.333333333333
9521,5),7,0.5
9522,"5,",5,0.625
9523,50,10,0.448275862069
9524,50%,4,0.75
9525,50%),1,0.0
9526,500,4,0.6
9527,"50023,",1,0.0
9528,"50108,",1,0.0
9529,"50198,",1,1.0
9530,501b9fe,2,0.5
9531,502,1,0.0
9532,5023,1,0.0
9533,5028),1,0.0
9534,502],1,0.0
9535,503,1,0.0
9536,"503,",1,1.0
9537,5031adc,1,0.0
9538,5035,1,0.0
9539,5039,1,0.0
9540,504,1,1.0
9541,5049adf,2,1.0
9542,504s,1,0.0
9543,5052,1,0.0
9544,5054,2,0.5
9545,505],1,0.0
9546,505ae75,2,0.0
9547,506,1,1.0
9548,50639),1,0.0
9549,5074,1,1.0
9550,50748,1,1.0
9551,5074],1,0.0
9552,"50766,",1,1.0
9553,507b2f92807617ca3ceac31b01cb2387bc023817,1,1.0
9554,50809395,1,0.0
9555,508966,1,1.0
9556,"50934,",1,1.0
9557,509372c2e,1,1.0
9558,"50970,",1,1.0
9559,50977ac,1,1.0
9560,50977ace2d0a4ffd4c39b67c587fc5a97b4dd062,1,1.0
9561,50984),1,1.0
9562,50989,1,1.0
9563,50d3629,1,1.0
9564,50d3629ee70b8cfe541d56648fc9768ca038239d,1,1.0
9565,50e3537,1,1.0
9566,50edec2,1,1.0
9567,50edec2bfbf110c344ec30c0e1390d0ae8646a39,1,1.0
9568,50f0908,1,0.0
9569,50f3811,1,0.0
9570,51,11,0.826086956522
9571,51),1,1.0
9572,5102,1,1.0
9573,510d229ba5e5274dd810e71ba8333a0f08d13325,1,1.0
9574,5113,1,0.0
9575,5113dab,1,1.0
9576,511],1,1.0
9577,512,1,0.0
9578,5126,1,1.0
9579,512d0fb9f7571657c8d465116bfcbbcaa2a297a2,1,0.0
9580,512mb,1,0.0
9581,512x2m,1,0.0
9582,513,1,0.0
9583,513252f0b30f7eb04a05f5a71ea9e97cfcba6f72,1,1.0
9584,5136,1,0.0
9585,5137,1,0.0
9586,514,1,0.0
9587,514),1,1.0
9588,"51401,",1,0.0
9589,515,1,0.0
9590,51502),1,1.0
9591,516,1,1.0
9592,51615a8082,1,0.0
9593,5164,1,0.0
9594,51654de,1,0.0
9595,5168,1,1.0
9596,5168],1,1.0
9597,517,1,1.0
9598,517],1,1.0
9599,5180,2,0.0
9600,5195,1,1.0
9601,519dd1c,1,1.0
9602,51bf01c509b1732bf16ed5f0dbd75de8cb113c43,1,0.0
9603,51c26b8,2,0.0
9604,51dcbb9a5e224dea13f9d4ec4932276a8975170c,1,1.0
9605,51edf816b76111e82a18dac6ac14f547aa8f64c8,1,1.0
9606,52,13,0.78125
9607,520ef1a5e2ad1b1a1e6cc17988e4ae1d781cae3e,1,1.0
9608,5212][sql],1,1.0
9609,52186),1,1.0
9610,523,1,1.0
9611,52353de,1,0.0
9612,52369,1,1.0
9613,524,1,1.0
9614,524138,1,1.0
9615,5248,1,0.0
9616,5249dac,1,0.0
9617,5257,2,0.5
9618,526,1,0.0
9619,5267],1,1.0
9620,"5268,",1,1.0
9621,5273,1,1.0
9622,527ce4e,1,1.0
9623,5281620,1,1.0
9624,5288,1,1.0
9625,"529040,",1,0.0
9626,5295,1,0.0
9627,5296,1,0.0
9628,5296),1,0.0
9629,52a07c5,2,1.0
9630,52a4958c7faaec256aef82aaa81404470c9626a2,1,1.0
9631,52aeab3,1,1.0
9632,52dbe69,2,1.0
9633,52ed4a5,1,0.0
9634,52ef4293e0696b48d68b876bcf31eeedccc8ee19,1,1.0
9635,52f366d,1,1.0
9636,52fa658,1,1.0
9637,52fc8c5e28c809bdef6303f3091a319bdf1a61e9,2,1.0
9638,53,9,0.904761904762
9639,530,1,0.0
9640,5307,2,1.0
9641,53088),1,1.0
9642,530d2768c9dbf1b69d2a7c164d9020b051956fd3,1,1.0
9643,531ecc9,1,1.0
9644,531ecc987d6cd784516d2ac57757f7373e6017d5,1,1.0
9645,53202),1,1.0
9646,"53204,",1,1.0
9647,5323,1,1.0
9648,53286,1,1.0
9649,53289,1,0.0
9650,532e536,2,0.0
9651,5330,1,0.0
9652,"5330,",2,0.5
9653,"53317,",1,1.0
9654,"53364,",1,1.0
9655,5336e08b919511ac06e1449fbe2e607ce5b8cbe5,1,1.0
9656,5338,1,0.0
9657,534,1,1.0
9658,5342f07e100253713dbf50eb303da1977484077f,1,1.0
9659,534ac90,1,1.0
9660,534ceb6,1,1.0
9661,534dcc7,1,0.0
9662,535,1,0.0
9663,5350,1,0.0
9664,"53559,",1,1.0
9665,"53589,",1,1.0
9666,53600cf9070a265d32ddb20a03b348efe37cb1c3,1,1.0
9667,5361,1,0.0
9668,5361),1,1.0
9669,5363,1,0.0
9670,"53631,",1,1.0
9671,"53689,",1,0.0
9672,5369641,1,1.0
9673,5369641d1ca1b989f1d9594768f5fefae0566332,2,1.0
9674,537,3,0.5
9675,"53731,",1,1.0
9676,537e28f,1,1.0
9677,539,3,0.666666666667
9678,5390743,1,1.0
9679,53](,1,1.0
9680,53a05444890d6dfd5dc1523b2615f213414bce41,1,0.0
9681,53a2148,1,1.0
9682,53caec6,1,0.0
9683,53dbc761a,1,1.0
9684,53m,1,1.0
9685,53ms,1,1.0
9686,54,17,0.722222222222
9687,"54013,",1,1.0
9688,"540513,",1,0.0
9689,"54056,",1,0.0
9690,541,1,1.0
9691,5412,2,0.0
9692,5415,1,1.0
9693,542cfe2951c4e6956d41b39ad86039663682c817,1,1.0
9694,5437248,1,0.0
9695,543870,1,0.0
9696,5441,2,1.0
9697,54414,2,1.0
9698,5447][sql],1,1.0
9699,5448][sql],1,1.0
9700,"54513,",1,1.0
9701,54543d9eecf8627cfb374d2d086e4ad14fe771f6,1,1.0
9702,546,1,1.0
9703,546096,1,0.0
9704,5462),1,1.0
9705,5462f0cab2161009e1c77a62bee3cb9ba9c60422,1,0.0
9706,5465,1,0.0
9707,"54674,",1,0.0
9708,5469,1,1.0
9709,5484293,1,1.0
9710,54892,1,0.0
9711,549,1,1.0
9712,5490,1,0.0
9713,"54977,",1,0.0
9714,54mm,1,0.0
9715,55,14,0.733333333333
9716,"55017,",1,0.0
9717,5502,1,1.0
9718,55052),1,0.0
9719,550e45ccae7d729e6325d6f80986a112ac012791,1,1.0
9720,5520,1,1.0
9721,5525,1,0.0
9722,"55254,",1,0.0
9723,55263),1,0.0
9724,5531,1,0.0
9725,553820,1,0.0
9726,553a6414,1,1.0
9727,5543,1,0.0
9728,"55447,",1,1.0
9729,554594,1,0.0
9730,555,3,1.0
9731,55518ed,1,0.0
9732,"55525,",1,0.0
9733,555],1,1.0
9734,"55752,",1,1.0
9735,557b9b8bda76ebfcb738ed2975e0f5164907e198,1,1.0
9736,55806cc0e6177820c12a35a18b4f2a12dc07bb39,1,0.0
9737,"55812,",1,1.0
9738,"55848,",1,1.0
9739,"55856,",1,0.0
9740,558c5d3ef407ccc00094524f2ee9bb5cae6ff57f,1,1.0
9741,558d4c10f58352087238f62324c68b56ca4abad2,1,0.0
9742,55](https,1,0.0
9743,55bc71a404d8cf5fa87e187f6e88da92ab95afa9,1,1.0
9744,55dfa1b,1,0.0
9745,55e313f7be,1,0.0
9746,56,12,0.692307692308
9747,5601,1,1.0
9748,561,1,1.0
9749,5618,1,0.0
9750,562,1,1.0
9751,5620884f478142d71558deef6c794d229840ec87,1,0.0
9752,5629,1,1.0
9753,5631623,1,1.0
9754,5632,1,1.0
9755,56465cfaf),1,0.0
9756,564823,1,0.0
9757,565688),1,0.0
9758,5658,1,1.0
9759,5658][sql],1,1.0
9760,566c266b57271d2fc8606a85abffc3c913f242af,1,0.0
9761,5671,1,0.0
9762,5673,1,1.0
9763,5677ce6,1,1.0
9764,568),1,0.0
9765,5687837,2,1.0
9766,"56880,",1,0.0
9767,5691,1,0.0
9768,56960),1,1.0
9769,56ba516,1,0.0
9770,57,11,0.870967741935
9771,57051f0,1,1.0
9772,570520),1,1.0
9773,570dfc79),1,1.0
9774,571263,1,1.0
9775,5722,1,1.0
9776,57231bd,1,1.0
9777,57273f2b3,1,0.0
9778,5734#note,1,0.0
9779,"5746,",1,0.0
9780,57473e7,1,1.0
9781,5754,1,0.0
9782,5757,1,0.0
9783,575f695,1,1.0
9784,5767,2,0.5
9785,5768,1,1.0
9786,578c1e9,1,1.0
9787,579,1,0.0
9788,5791ac32,1,1.0
9789,5793,1,1.0
9790,5794506,1,0.0
9791,579510ca,1,1.0
9792,579595ae,1,1.0
9793,5799ceb2,1,1.0
9794,57d6f21821c8ad934874c1aac3f627335c64c80d,1,1.0
9795,57ef0e7,1,1.0
9796,58,10,0.809523809524
9797,581,3,1.0
9798,581),1,1.0
9799,5810,1,0.0
9800,5812ed3,1,1.0
9801,5812ed36260a70aa191316da97792dd8aab3f265,1,1.0
9802,58171),1,0.0
9803,"582,",1,1.0
9804,5820,1,0.0
9805,"5828a4fb28,",1,0.0
9806,"583,",2,1.0
9807,583165c0349f40e7be16a8039dbffb4139f94921,1,1.0
9808,5832,1,0.0
9809,"58327,",1,1.0
9810,5833,1,1.0
9811,5834,1,1.0
9812,5835,1,1.0
9813,5837,1,1.0
9814,5844,1,1.0
9815,5845,1,1.0
9816,5851,1,1.0
9817,5852,1,0.0
9818,5853,1,1.0
9819,5858,1,1.0
9820,5864,1,1.0
9821,587,1,1.0
9822,587b7979dae611e1299538b85708e9a1b66858f2,1,1.0
9823,588,1,1.0
9824,5880,1,0.0
9825,5881,1,1.0
9826,5882,1,1.0
9827,58853fe0a7ebb36663b6871859c9e2bfc69d5519,1,0.0
9828,5886,1,0.0
9829,"58920,",1,1.0
9830,"58972,",1,0.0
9831,58],1,1.0
9832,58a6ec3,1,1.0
9833,58d5334,1,1.0
9834,59,11,0.739130434783
9835,5903,1,1.0
9836,5905,2,1.0
9837,5906f75,1,1.0
9838,5907353d2f18bf51c1e417ebcaa6531ad82793c6,1,1.0
9839,59088),1,0.0
9840,5909,1,0.0
9841,59092238,1,1.0
9842,592,1,1.0
9843,5923,1,1.0
9844,"59289,",1,0.0
9845,593,1,1.0
9846,"59310,",1,0.0
9847,594cdf5,1,0.0
9848,"59510,",1,0.0
9849,5953,1,0.0
9850,"59771,",1,1.0
9851,597c423bbe1ab1785a5c856c38b277b4bd6793bb,1,1.0
9852,5980,1,1.0
9853,5980de3727,1,0.0
9854,5987,1,1.0
9855,59941),1,1.0
9856,59>,1,0.0
9857,59>),1,0.0
9858,59af347fbd9d62f3f9e1958880d6e47471be3ada,1,1.0
9859,59bdf598d,1,1.0
9860,59c4e31390e0d616d69babf8ac857e98f2dc774e,1,1.0
9861,59d2b4c,1,0.0
9862,59dfbfbbe,1,1.0
9863,59f64563,4,0.5
9864,59m,1,1.0
9865,5],1,0.0
9866,5`,1,1.0
9867,5a,1,0.0
9868,5a08bd3,1,1.0
9869,5a08bd376f054b8f0a2faf5a838a8a2218b0d412,1,1.0
9870,5a3cfc1fdc8e81dd5647e275f87c0da2d93235b4,1,1.0
9871,5a6,1,1.0
9872,5a79af5,1,1.0
9873,5a8d4930e01,1,1.0
9874,5a8d4930e0127aae311bfa3da70d9ab9637791e3,1,1.0
9875,5a8f03d4c3a46fcded39527084f437e8e4b54b76,1,0.0
9876,5a91bd7,1,1.0
9877,5aaae93,1,0.0
9878,5ac1ecd0142a5cfdfc8499c5b6ef4e1f629cd046,1,1.0
9879,5afaa39,1,0.0
9880,5afe1ff,1,0.0
9881,5b061ae,1,0.0
9882,5b146fcc22f650626d3b529595e71ab9ad97db77,1,0.0
9883,5b34cdc,2,1.0
9884,5b46d41,1,0.0
9885,5b56ec9,1,1.0
9886,5b5ead4,1,0.0
9887,5b6c143dee9ba9fe557d8cc36335ff28efb4b0de),1,0.0
9888,5b6e59cfdb,1,0.0
9889,5b81936d5eb68cd5103a557a0b166c420a24c4e3,1,1.0
9890,5b96fb9,1,0.0
9891,5ba61de,1,1.0
9892,5ba61de7e5e7278702d802f3c3e5cd82b4147ddc,1,1.0
9893,5bae72d,1,1.0
9894,5bd8eb3,1,1.0
9895,5c00f3f,1,0.0
9896,5c0e29a,1,1.0
9897,5c3f39466f8e2114195270006aed20c0,1,1.0
9898,5c54a25,1,1.0
9899,5c5d392,1,0.0
9900,5c728a742a0c75bc99f3d2f87ddb0c5baf827ad0,1,1.0
9901,5c8340a,1,0.0
9902,5c931ae0a3b0b7179ad56331a063501d237f326d,1,0.0
9903,5cb0fce,1,0.0
9904,5d23e60e07e2295b11e715623d9852ba2611792f@12840,1,0.0
9905,5d23e60e07e2295b11e715623d9852ba2611792f@12981,1,1.0
9906,5d23e60e07e2295b11e715623d9852ba2611792f@4614,1,0.0
9907,5d23e60e07e2295b11e715623d9852ba2611792f@4656,1,1.0
9908,5d23e60e07e2295b11e715623d9852ba2611792f@5128,1,0.0
9909,5d2fd3cc,1,1.0
9910,5d4c5a3,1,1.0
9911,5d4f543,1,0.0
9912,5d9b1b7,1,1.0
9913,5d9ddf3,1,0.0
9914,5da4df92c,1,1.0
9915,5e47bd38dd5342d0d601b7f30633500a25e29b69],1,1.0
9916,5e5ab50,1,1.0
9917,5e72838,1,1.0
9918,5ecbf14,1,1.0
9919,5ecda65,2,1.0
9920,5ed2c642687c224996263232075d87e5d8301e4f,1,1.0
9921,5ef1afb642eaec58e0e23b6298f85b7723c828c1,1,1.0
9922,5ef6e33,1,1.0
9923,5ef6e33a0a97275d6ecdd2513a7750be4e1b917b,1,1.0
9924,5ef8fe0,1,1.0
9925,5ef9129fd187f7d380a5464a26dd1c80eba4c470],1,1.0
9926,5f180ae32962,1,0.0
9927,5f28d6e0e79f2f9dcee3bdb745df4d4763fb5b8c,1,1.0
9928,5f2a132786,1,1.0
9929,5f3db6c,1,1.0
9930,5f42132,1,0.0
9931,5f50f43,1,1.0
9932,5f50f4348b3f483fd5746270b1613cc319ff65d1,1,1.0
9933,5f631d2,1,1.0
9934,5fd11e6bc7fe80a98f55692ebeed07fd330efdc0,1,1.0
9935,5fd462e,1,1.0
9936,5fd462e81ebfc4f15418c3572b60d59a354b1351,1,1.0
9937,5ff1c94,1,1.0
9938,5ff1c9491e62a5ff28a7f6b3369d98a5223dc37b,1,1.0
9939,5ffc372,1,1.0
9940,5g,1,1.0
9941,5ghz,1,1.0
9942,5ghz),1,0.0
9943,5h),1,0.0
9944,5k,1,1.0
9945,5ms,2,0.5
9946,5s,2,1.0
9947,5x,3,1.0
9948,5x5,2,0.5
9949,6,90,0.688524590164
9950,6%,2,1.0
9951,6),3,0.333333333333
9952,"6),",1,1.0
9953,"6,",3,1.0
9954,60,2,0.5
9955,60%,1,1.0
9956,600,3,0.333333333333
9957,6000,1,1.0
9958,6000889,1,1.0
9959,60020),1,0.0
9960,"60063,",1,0.0
9961,"60085,",1,0.0
9962,600dhp,1,1.0
9963,601,1,1.0
9964,"60106,",1,0.0
9965,6012,1,0.0
9966,6014,2,0.5
9967,6017,1,0.0
9968,6018,1,0.0
9969,6020,1,1.0
9970,6023,1,0.0
9971,60249),1,0.0
9972,"60263,",1,0.0
9973,"60269,",1,1.0
9974,6026e904770b27fb1d80591084ee09ce037bf1a5,1,1.0
9975,6029,1,0.0
9976,602b95f,1,1.0
9977,603),1,0.0
9978,"60308,",1,0.0
9979,"60314,",1,1.0
9980,"60324,",1,1.0
9981,604,1,1.0
9982,6040,1,0.0
9983,6042217,1,1.0
9984,"60424,",1,0.0
9985,"60436,",1,0.0
9986,6046,1,0.0
9987,60546a5,1,1.0
9988,6055],1,1.0
9989,"60577,",1,1.0
9990,6059,1,0.0
9991,605e3f5,1,1.0
9992,6064,1,1.0
9993,606de6b,1,1.0
9994,6071,1,1.0
9995,607809f,1,0.0
9996,607],1,1.0
9997,608,1,1.0
9998,"608,",1,1.0
9999,6089,1,1.0
10000,609129c,1,1.0
10001,609e28f594b1fbc147c3869e8e1e1078155a72da,1,1.0
10002,609e6b9,1,0.0
10003,609ec9a8ae6951c6c8e81fc5ec0a05ec855611e1,1,1.0
10004,60bca3dcfd055647a9f43523b79d5eebdc4bdc5a,1,1.0
10005,60caa0c,1,0.0
10006,60f15462b,1,1.0
10007,60fa3093ed919838cc6de7c2bd520079b6a3db77,1,0.0
10008,60min,1,0.0
10009,61,2,1.0
10010,610,1,0.0
10011,6105920178ef23d6247fb4a8be28619c5b8e4cd0@6782,1,1.0
10012,6117,2,1.0
10013,6117],1,1.0
10014,612581,1,0.0
10015,613,1,1.0
10016,"613,",1,1.0
10017,6135309,1,0.0
10018,613c3a8,1,1.0
10019,613db8d35c,1,0.0
10020,6141,1,1.0
10021,"61477,",1,1.0
10022,6150,1,0.0
10023,615319754),1,1.0
10024,6158,1,1.0
10025,615da46,1,1.0
10026,61665,1,0.0
10027,616b4c5956,1,0.0
10028,61777),1,1.0
10029,6178,1,1.0
10030,6179f299ff599d9d1a2efaf271655ad2afd68b6b,1,1.0
10031,"61842,",1,1.0
10032,6190,1,1.0
10033,"61962,",1,0.0
10034,6197cd5,1,1.0
10035,6199ea5,1,0.0
10036,61ab02e72781719e793a5a9c410096826f2c4b9f,1,1.0
10037,61ab98b,1,1.0
10038,61d68cd4,4,0.5
10039,61ee00c,2,1.0
10040,61faf51,1,1.0
10041,62016,2,1.0
10042,6210,1,1.0
10043,622,1,0.0
10044,622),1,0.0
10045,622455a,1,1.0
10046,622455af6ae7b2403212e797cfe64a95962775c9,1,1.0
10047,6225,1,1.0
10048,6227,1,1.0
10049,622c675648,1,0.0
10050,623,1,1.0
10051,62306),1,1.0
10052,623315,1,1.0
10053,6238,1,1.0
10054,"6247,",1,1.0
10055,"62509,",1,0.0
10056,62583),1,0.0
10057,6260,1,0.0
10058,62606),1,0.0
10059,6260815,1,1.0
10060,6268a5f,1,1.0
10061,6268e9ccb213,1,1.0
10062,626b1af06618bce9a9ffdb832c02ba1c941e8965,1,1.0
10063,627077),1,1.0
10064,"62726,",1,0.0
10065,628,2,1.0
10066,6280b36,2,1.0
10067,6280b36aa0a8fc1277758cd33077ac0b35df1398,1,1.0
10068,62882ee,1,1.0
10069,6289,1,1.0
10070,628b26df6a35847e4badebbdafcac6fbdb5a6d61,1,1.0
10071,62cad63bf6f3cfc8aa5d8af2cc4d82710c125341,1,1.0
10072,62cb320,1,1.0
10073,62e7b9d,2,0.0
10074,62ea25f,1,1.0
10075,62f38da74a9fafc5a3fcda1c7086b5141685205d,1,1.0
10076,62fb8ab,1,1.0
10077,63,2,1.0
10078,630b,17,0.352941176471
10079,631,1,0.0
10080,6315d07,1,1.0
10081,6318,1,0.0
10082,6321,1,0.0
10083,633,1,1.0
10084,634,1,0.0
10085,634],1,1.0
10086,6357,1,0.0
10087,637,2,0.5
10088,639,1,1.0
10089,639d52f,2,0.0
10090,63a89e6,1,1.0
10091,63a89e6d7c670b860fa23d6a992c9bf54e5edc86,1,1.0
10092,63defee,1,0.0
10093,63e09e3e2da10828f9a807d32e38c42cfb86a690,1,1.0
10094,64,25,0.258823529412
10095,64),1,0.0
10096,"64),",1,1.0
10097,"64,",1,1.0
10098,"6401,",1,0.0
10099,6403,1,0.0
10100,64105,1,0.0
10101,"64122,",2,0.5
10102,641f,5,0.6
10103,6425,1,1.0
10104,642d6f5716c1,1,0.0
10105,643,1,1.0
10106,644,1,1.0
10107,6440,1,0.0
10108,645,1,1.0
10109,645],1,0.0
10110,647,2,0.0
10111,647b045,1,1.0
10112,648169c,1,1.0
10113,6490,1,1.0
10114,"64936,",2,0.5
10115,6498a3f,1,1.0
10116,64b2c06,1,1.0
10117,64b2c06f4ada3abc9ed19f2df3f4f6b6a2b798c5,1,1.0
10118,64bit,3,0.0
10119,64e445b,1,0.0
10120,64k,1,1.0
10121,64mb,2,0.0
10122,65,3,0.666666666667
10123,650,2,0.666666666667
10124,651151,1,1.0
10125,6513820,1,1.0
10126,6517,1,0.0
10127,6527b86,1,0.0
10128,65285a6,1,1.0
10129,"65288,",2,0.5
10130,65383),2,0.5
10131,6542,1,1.0
10132,6542][sql],1,1.0
10133,6545c42,1,1.0
10134,65470c82c12f8a2644f2509a330a6be4387ba4f0,1,1.0
10135,6551,1,0.0
10136,65535,1,0.0
10137,65536,1,1.0
10138,"65566,",1,1.0
10139,6559,1,0.0
10140,655f26fc7,1,1.0
10141,6563],1,1.0
10142,657051),1,1.0
10143,658,1,0.0
10144,6581,1,0.0
10145,6582,1,1.0
10146,6589,1,1.0
10147,658ba1b4e6,1,0.0
10148,65abe91,1,0.0
10149,65fea4aabc4855969f49ccebc3fd56852920811a,1,1.0
10150,66,3,1.0
10151,6603,1,1.0
10152,6607496,1,1.0
10153,660f885ebb25a19182e601181050683d2b6134f6,1,1.0
10154,6611,1,1.0
10155,66200075,1,0.0
10156,6624,1,0.0
10157,"6628,",1,0.0
10158,6629,1,1.0
10159,6634,1,0.0
10160,66393921c0347f675fee1c4935e81a5c63585c91,1,0.0
10161,664,1,0.0
10162,6645,1,1.0
10163,66462b5c,1,1.0
10164,6648,1,0.0
10165,664bb9286bfba8710b3d01df61a0e80465aa14cc,1,1.0
10166,66570aba133f4d414637722ea6a5b6255e27f6ca,1,0.0
10167,66571,1,0.0
10168,"66577,",1,0.0
10169,665966438,1,1.0
10170,6661,1,0.0
10171,6663,1,0.0
10172,6673,1,0.0
10173,6675,1,1.0
10174,66876),1,1.0
10175,669,1,1.0
10176,6691,1,0.0
10177,6694,1,0.0
10178,6695,1,0.0
10179,66c68e3,1,1.0
10180,66f0f787cdbf0563f14e2121cf35d7f99c525d0a,1,1.0
10181,67,2,1.0
10182,670,2,0.0
10183,"67062,",1,1.0
10184,67071ef,1,1.0
10185,67071efa396c39190d3c195d0dabea8df520be71,1,1.0
10186,670890b522194b059b9e0f5512a72e048b4cd705,1,1.0
10187,671,1,1.0
10188,67138be12999c61558c3dd34328380c8e4523e73@1349886,1,1.0
10189,67138be12999c61558c3dd34328380c8e4523e73@1355874,1,0.0
10190,67138be12999c61558c3dd34328380c8e4523e73@1393981,1,1.0
10191,67138be12999c61558c3dd34328380c8e4523e73@1420622,1,1.0
10192,67138be12999c61558c3dd34328380c8e4523e73@1434620,1,1.0
10193,67138be12999c61558c3dd34328380c8e4523e73@1447697,1,1.0
10194,67138be12999c61558c3dd34328380c8e4523e73@1478209,1,0.0
